WOJ,POW,GMI,RODZ,NAZWA,NAZWA_DOD,STAN_NA,
10,5,9,2,Nieborów,gmina wiejska,2022-01-01,
10,5,10,2,Zduny,gmina wiejska,2022-01-01,
10,6,,,łódzki wschodni,powiat,2022-01-01,
10,6,2,2,Andrespol,gmina wiejska,2022-01-01,
10,6,3,2,Brójce,gmina wiejska,2022-01-01,
10,6,7,3,Koluszki,gmina miejsko-wiejska,2022-01-01,
10,6,7,4,Koluszki,miasto,2022-01-01,
10,6,7,5,Koluszki,obszar wiejski,2022-01-01,
10,6,8,2,Nowosolna,gmina wiejska,2022-01-01,
10,6,10,3,Rzgów,gmina miejsko-wiejska,2022-01-01,
10,6,10,4,Rzgów,miasto,2022-01-01,
10,6,10,5,Rzgów,obszar wiejski,2022-01-01,
10,6,11,3,Tuszyn,gmina miejsko-wiejska,2022-01-01,
10,6,11,4,Tuszyn,miasto,2022-01-01,
10,6,11,5,Tuszyn,obszar wiejski,2022-01-01,
10,7,,,opoczyński,powiat,2022-01-01,
10,7,1,2,Białaczów,gmina wiejska,2022-01-01,
10,7,2,3,Drzewica,gmina miejsko-wiejska,2022-01-01,
10,7,2,4,Drzewica,miasto,2022-01-01,
10,7,2,5,Drzewica,obszar wiejski,2022-01-01,
10,7,3,2,Mniszków,gmina wiejska,2022-01-01,
10,7,4,3,Opoczno,gmina miejsko-wiejska,2022-01-01,
10,7,4,4,Opoczno,miasto,2022-01-01,
10,7,4,5,Opoczno,obszar wiejski,2022-01-01,
10,7,5,2,Paradyż,gmina wiejska,2022-01-01,
10,7,6,2,Poświętne,gmina wiejska,2022-01-01,
10,7,7,2,Sławno,gmina wiejska,2022-01-01,
10,7,8,2,Żarnów,gmina wiejska,2022-01-01,
10,8,,,pabianicki,powiat,2022-01-01,
10,8,1,1,Konstantynów Łódzki,gmina miejska,2022-01-01,
10,8,2,1,Pabianice,gmina miejska,2022-01-01,
10,8,3,2,Dłutów,gmina wiejska,2022-01-01,
10,8,4,2,Dobroń,gmina wiejska,2022-01-01,
10,8,5,2,Ksawerów,gmina wiejska,2022-01-01,
10,8,6,3,Lutomiersk,gmina miejsko-wiejska,2022-01-01,
10,8,6,4,Lutomiersk,miasto,2022-01-01,
10,8,6,5,Lutomiersk,obszar wiejski,2022-01-01,
10,8,7,2,Pabianice,gmina wiejska,2022-01-01,
10,9,,,pajęczański,powiat,2022-01-01,
10,9,1,3,Działoszyn,gmina miejsko-wiejska,2022-01-01,
10,9,1,4,Działoszyn,miasto,2022-01-01,
10,9,1,5,Działoszyn,obszar wiejski,2022-01-01,
10,9,2,2,Kiełczygłów,gmina wiejska,2022-01-01,
10,9,3,2,Nowa Brzeźnica,gmina wiejska,2022-01-01,
10,9,4,3,Pajęczno,gmina miejsko-wiejska,2022-01-01,
10,9,4,4,Pajęczno,miasto,2022-01-01,
10,9,4,5,Pajęczno,obszar wiejski,2022-01-01,
10,9,5,2,Rząśnia,gmina wiejska,2022-01-01,
10,9,6,2,Siemkowice,gmina wiejska,2022-01-01,
10,9,7,2,Strzelce Wielkie,gmina wiejska,2022-01-01,
10,9,8,2,Sulmierzyce,gmina wiejska,2022-01-01,
10,10,,,piotrkowski,powiat,2022-01-01,
10,10,1,2,Aleksandrów,gmina wiejska,2022-01-01,
10,10,2,2,Czarnocin,gmina wiejska,2022-01-01,
10,10,3,2,Gorzkowice,gmina wiejska,2022-01-01,
10,10,4,2,Grabica,gmina wiejska,2022-01-01,
10,10,5,2,Łęki Szlacheckie,gmina wiejska,2022-01-01,
10,10,6,2,Moszczenica,gmina wiejska,2022-01-01,
10,10,7,2,Ręczno,gmina wiejska,2022-01-01,
10,10,8,2,Rozprza,gmina wiejska,2022-01-01,
10,10,9,3,Sulejów,gmina miejsko-wiejska,2022-01-01,
10,10,9,4,Sulejów,miasto,2022-01-01,
10,10,9,5,Sulejów,obszar wiejski,2022-01-01,
10,10,10,2,Wola Krzysztoporska,gmina wiejska,2022-01-01,
10,10,11,3,Wolbórz,gmina miejsko-wiejska,2022-01-01,
10,10,11,4,Wolbórz,miasto,2022-01-01,
10,10,11,5,Wolbórz,obszar wiejski,2022-01-01,
10,11,,,poddębicki,powiat,2022-01-01,
10,11,1,2,Dalików,gmina wiejska,2022-01-01,
10,11,2,2,Pęczniew,gmina wiejska,2022-01-01,
10,11,3,3,Poddębice,gmina miejsko-wiejska,2022-01-01,
10,11,3,4,Poddębice,miasto,2022-01-01,
10,11,3,5,Poddębice,obszar wiejski,2022-01-01,
10,11,4,3,Uniejów,gmina miejsko-wiejska,2022-01-01,
10,11,4,4,Uniejów,miasto,2022-01-01,
10,11,4,5,Uniejów,obszar wiejski,2022-01-01,
10,11,5,2,Wartkowice,gmina wiejska,2022-01-01,
10,11,6,2,Zadzim,gmina wiejska,2022-01-01,
10,12,,,radomszczański,powiat,2022-01-01,
10,12,1,1,Radomsko,gmina miejska,2022-01-01,
10,12,2,2,Dobryszyce,gmina wiejska,2022-01-01,
10,12,3,2,Gidle,gmina wiejska,2022-01-01,
10,12,4,2,Gomunice,gmina wiejska,2022-01-01,
10,12,5,3,Kamieńsk,gmina miejsko-wiejska,2022-01-01,
10,12,5,4,Kamieńsk,miasto,2022-01-01,
10,12,5,5,Kamieńsk,obszar wiejski,2022-01-01,
10,12,6,2,Kobiele Wielkie,gmina wiejska,2022-01-01,
10,12,7,2,Kodrąb,gmina wiejska,2022-01-01,
10,12,8,2,Lgota Wielka,gmina wiejska,2022-01-01,
10,12,9,2,Ładzice,gmina wiejska,2022-01-01,
10,12,10,2,Masłowice,gmina wiejska,2022-01-01,
10,12,11,3,Przedbórz,gmina miejsko-wiejska,2022-01-01,
10,12,11,4,Przedbórz,miasto,2022-01-01,
10,12,11,5,Przedbórz,obszar wiejski,2022-01-01,
10,12,12,2,Radomsko,gmina wiejska,2022-01-01,
10,12,13,2,Wielgomłyny,gmina wiejska,2022-01-01,
10,12,14,2,Żytno,gmina wiejska,2022-01-01,
10,13,,,rawski,powiat,2022-01-01,
10,13,1,1,Rawa Mazowiecka,gmina miejska,2022-01-01,
10,13,2,3,Biała Rawska,gmina miejsko-wiejska,2022-01-01,
10,13,2,4,Biała Rawska,miasto,2022-01-01,
10,13,2,5,Biała Rawska,obszar wiejski,2022-01-01,
10,13,3,2,Cielądz,gmina wiejska,2022-01-01,
10,13,4,2,Rawa Mazowiecka,gmina wiejska,2022-01-01,
10,13,5,2,Regnów,gmina wiejska,2022-01-01,
10,13,6,2,Sadkowice,gmina wiejska,2022-01-01,
10,14,,,sieradzki,powiat,2022-01-01,
10,14,1,1,Sieradz,gmina miejska,2022-01-01,
10,14,2,3,Błaszki,gmina miejsko-wiejska,2022-01-01,
10,14,2,4,Błaszki,miasto,2022-01-01,
10,14,2,5,Błaszki,obszar wiejski,2022-01-01,
10,14,3,2,Brąszewice,gmina wiejska,2022-01-01,
10,14,4,2,Brzeźnio,gmina wiejska,2022-01-01,
10,14,5,2,Burzenin,gmina wiejska,2022-01-01,
10,14,6,2,Goszczanów,gmina wiejska,2022-01-01,
10,14,7,2,Klonowa,gmina wiejska,2022-01-01,
10,14,8,2,Sieradz,gmina wiejska,2022-01-01,
10,14,9,3,Warta,gmina miejsko-wiejska,2022-01-01,
10,14,9,4,Warta,miasto,2022-01-01,
10,14,9,5,Warta,obszar wiejski,2022-01-01,
10,14,10,2,Wróblew,gmina wiejska,2022-01-01,
10,14,11,3,Złoczew,gmina miejsko-wiejska,2022-01-01,
10,14,11,4,Złoczew,miasto,2022-01-01,
10,14,11,5,Złoczew,obszar wiejski,2022-01-01,
10,15,,,skierniewicki,powiat,2022-01-01,
10,15,1,3,Bolimów,gmina miejsko-wiejska,2022-01-01,
10,15,1,4,Bolimów,miasto,2022-01-01,
10,15,1,5,Bolimów,obszar wiejski,2022-01-01,
10,15,2,2,Głuchów,gmina wiejska,2022-01-01,
10,15,3,2,Godzianów,gmina wiejska,2022-01-01,
10,15,4,2,Kowiesy,gmina wiejska,2022-01-01,
10,15,5,2,Lipce Reymontowskie,gmina wiejska,2022-01-01,
10,15,6,2,Maków,gmina wiejska,2022-01-01,
10,15,7,2,Nowy Kawęczyn,gmina wiejska,2022-01-01,
10,15,8,2,Skierniewice,gmina wiejska,2022-01-01,
10,15,9,2,Słupia,gmina wiejska,2022-01-01,
10,16,,,tomaszowski,powiat,2022-01-01,
10,16,1,1,Tomaszów Mazowiecki,gmina miejska,2022-01-01,
10,16,2,2,Będków,gmina wiejska,2022-01-01,
10,16,3,2,Budziszewice,gmina wiejska,2022-01-01,
10,16,4,2,Czerniewice,gmina wiejska,2022-01-01,
10,16,5,2,Inowłódz,gmina wiejska,2022-01-01,
10,16,6,2,Lubochnia,gmina wiejska,2022-01-01,
10,16,7,2,Rokiciny,gmina wiejska,2022-01-01,
10,16,8,2,Rzeczyca,gmina wiejska,2022-01-01,
10,16,9,2,Tomaszów Mazowiecki,gmina wiejska,2022-01-01,
10,16,10,2,Ujazd,gmina wiejska,2022-01-01,
10,16,11,2,Żelechlinek,gmina wiejska,2022-01-01,
10,17,,,wieluński,powiat,2022-01-01,
10,17,1,2,Biała,gmina wiejska,2022-01-01,
10,17,2,2,Czarnożyły,gmina wiejska,2022-01-01,
10,17,3,2,Konopnica,gmina wiejska,2022-01-01,
10,17,4,2,Mokrsko,gmina wiejska,2022-01-01,
10,17,5,2,Osjaków,gmina wiejska,2022-01-01,
10,17,6,2,Ostrówek,gmina wiejska,2022-01-01,
10,17,7,2,Pątnów,gmina wiejska,2022-01-01,
10,17,8,2,Skomlin,gmina wiejska,2022-01-01,
10,17,9,3,Wieluń,gmina miejsko-wiejska,2022-01-01,
10,17,9,4,Wieluń,miasto,2022-01-01,
10,17,9,5,Wieluń,obszar wiejski,2022-01-01,
10,17,10,2,Wierzchlas,gmina wiejska,2022-01-01,
10,18,,,wieruszowski,powiat,2022-01-01,
10,18,1,2,Bolesławiec,gmina wiejska,2022-01-01,
10,18,2,2,Czastary,gmina wiejska,2022-01-01,
10,18,3,2,Galewice,gmina wiejska,2022-01-01,
10,18,4,3,Lututów,gmina miejsko-wiejska,2022-01-01,
10,18,4,4,Lututów,miasto,2022-01-01,
10,18,4,5,Lututów,obszar wiejski,2022-01-01,
10,18,5,2,Łubnice,gmina wiejska,2022-01-01,
10,18,6,2,Sokolniki,gmina wiejska,2022-01-01,
10,18,7,3,Wieruszów,gmina miejsko-wiejska,2022-01-01,
10,18,7,4,Wieruszów,miasto,2022-01-01,
10,18,7,5,Wieruszów,obszar wiejski,2022-01-01,
10,19,,,zduńskowolski,powiat,2022-01-01,
10,19,1,1,Zduńska Wola,gmina miejska,2022-01-01,
10,19,2,3,Szadek,gmina miejsko-wiejska,2022-01-01,
10,19,2,4,Szadek,miasto,2022-01-01,
10,19,2,5,Szadek,obszar wiejski,2022-01-01,
10,19,3,2,Zapolice,gmina wiejska,2022-01-01,
10,19,4,2,Zduńska Wola,gmina wiejska,2022-01-01,
10,20,,,zgierski,powiat,2022-01-01,
10,20,1,1,Głowno,gmina miejska,2022-01-01,
10,20,2,1,Ozorków,gmina miejska,2022-01-01,
10,20,3,1,Zgierz,gmina miejska,2022-01-01,
10,20,4,3,Aleksandrów Łódzki,gmina miejsko-wiejska,2022-01-01,
10,20,4,4,Aleksandrów Łódzki,miasto,2022-01-01,
10,20,4,5,Aleksandrów Łódzki,obszar wiejski,2022-01-01,
10,20,5,2,Głowno,gmina wiejska,2022-01-01,
10,20,6,2,Ozorków,gmina wiejska,2022-01-01,
10,20,7,2,Parzęczew,gmina wiejska,2022-01-01,
10,20,8,3,Stryków,gmina miejsko-wiejska,2022-01-01,
10,20,8,4,Stryków,miasto,2022-01-01,
10,20,8,5,Stryków,obszar wiejski,2022-01-01,
10,20,9,2,Zgierz,gmina wiejska,2022-01-01,
10,21,,,brzeziński,powiat,2022-01-01,
10,21,1,1,Brzeziny,gmina miejska,2022-01-01,
10,21,2,2,Brzeziny,gmina wiejska,2022-01-01,
10,21,3,2,Dmosin,gmina wiejska,2022-01-01,
10,21,4,2,Jeżów,gmina wiejska,2022-01-01,
10,21,5,2,Rogów,gmina wiejska,2022-01-01,
10,61,,,Łódź,miasto na prawach powiatu,2022-01-01,
10,61,1,1,Łódź,gmina miejska,2022-01-01,
10,61,2,9,Łódź-Bałuty,delegatura,2022-01-01,
10,61,3,9,Łódź-Górna,delegatura,2022-01-01,
10,61,4,9,Łódź-Polesie,delegatura,2022-01-01,
10,61,5,9,Łódź-Śródmieście,delegatura,2022-01-01,
10,61,6,9,Łódź-Widzew,delegatura,2022-01-01,
10,62,,,Piotrków Trybunalski,miasto na prawach powiatu,2022-01-01,
10,62,1,1,Piotrków Trybunalski,gmina miejska,2022-01-01,
10,63,,,Skierniewice,miasto na prawach powiatu,2022-01-01,
10,63,1,1,Skierniewice,gmina miejska,2022-01-01,
12,,,,MAŁOPOLSKIE,województwo,2022-01-01,
12,1,,,bocheński,powiat,2022-01-01,
12,1,1,1,Bochnia,gmina miejska,2022-01-01,
12,1,2,2,Bochnia,gmina wiejska,2022-01-01,
12,1,3,2,Drwinia,gmina wiejska,2022-01-01,
12,1,4,2,Lipnica Murowana,gmina wiejska,2022-01-01,
12,1,5,2,Łapanów,gmina wiejska,2022-01-01,
12,1,6,3,Nowy Wiśnicz,gmina miejsko-wiejska,2022-01-01,
12,1,6,4,Nowy Wiśnicz,miasto,2022-01-01,
12,1,6,5,Nowy Wiśnicz,obszar wiejski,2022-01-01,
12,1,7,2,Rzezawa,gmina wiejska,2022-01-01,
12,1,8,2,Trzciana,gmina wiejska,2022-01-01,
12,1,9,2,Żegocina,gmina wiejska,2022-01-01,
12,2,,,brzeski,powiat,2022-01-01,
12,2,1,2,Borzęcin,gmina wiejska,2022-01-01,
12,2,2,3,Brzesko,gmina miejsko-wiejska,2022-01-01,
12,2,2,4,Brzesko,miasto,2022-01-01,
12,2,2,5,Brzesko,obszar wiejski,2022-01-01,
12,2,3,3,Czchów,gmina miejsko-wiejska,2022-01-01,
12,2,3,4,Czchów,miasto,2022-01-01,
12,2,3,5,Czchów,obszar wiejski,2022-01-01,
12,2,4,2,Dębno,gmina wiejska,2022-01-01,
12,2,5,2,Gnojnik,gmina wiejska,2022-01-01,
12,2,6,2,Iwkowa,gmina wiejska,2022-01-01,
12,2,7,2,Szczurowa,gmina wiejska,2022-01-01,
12,3,,,chrzanowski,powiat,2022-01-01,
12,3,1,3,Alwernia,gmina miejsko-wiejska,2022-01-01,
12,3,1,4,Alwernia,miasto,2022-01-01,
12,3,1,5,Alwernia,obszar wiejski,2022-01-01,
12,3,2,2,Babice,gmina wiejska,2022-01-01,
12,3,3,3,Chrzanów,gmina miejsko-wiejska,2022-01-01,
12,3,3,4,Chrzanów,miasto,2022-01-01,
12,3,3,5,Chrzanów,obszar wiejski,2022-01-01,
12,3,4,3,Libiąż,gmina miejsko-wiejska,2022-01-01,
12,3,4,4,Libiąż,miasto,2022-01-01,
12,3,4,5,Libiąż,obszar wiejski,2022-01-01,
12,3,5,3,Trzebinia,gmina miejsko-wiejska,2022-01-01,
12,3,5,4,Trzebinia,miasto,2022-01-01,
12,3,5,5,Trzebinia,obszar wiejski,2022-01-01,
12,4,,,dąbrowski,powiat,2022-01-01,
12,4,1,2,Bolesław,gmina wiejska,2022-01-01,
12,4,2,3,Dąbrowa Tarnowska,gmina miejsko-wiejska,2022-01-01,
12,4,2,4,Dąbrowa Tarnowska,miasto,2022-01-01,
12,4,2,5,Dąbrowa Tarnowska,obszar wiejski,2022-01-01,
12,4,3,2,Gręboszów,gmina wiejska,2022-01-01,
12,4,4,2,Mędrzechów,gmina wiejska,2022-01-01,
12,4,5,2,Olesno,gmina wiejska,2022-01-01,
12,4,6,2,Radgoszcz,gmina wiejska,2022-01-01,
12,4,7,3,Szczucin,gmina miejsko-wiejska,2022-01-01,
12,4,7,4,Szczucin,miasto,2022-01-01,
12,4,7,5,Szczucin,obszar wiejski,2022-01-01,
12,5,,,gorlicki,powiat,2022-01-01,
12,5,1,1,Gorlice,gmina miejska,2022-01-01,
12,5,2,3,Biecz,gmina miejsko-wiejska,2022-01-01,
12,5,2,4,Biecz,miasto,2022-01-01,
12,5,2,5,Biecz,obszar wiejski,2022-01-01,
12,5,3,3,Bobowa,gmina miejsko-wiejska,2022-01-01,
12,5,3,4,Bobowa,miasto,2022-01-01,
12,5,3,5,Bobowa,obszar wiejski,2022-01-01,
12,5,4,2,Gorlice,gmina wiejska,2022-01-01,
12,5,5,2,Lipinki,gmina wiejska,2022-01-01,
12,5,6,2,Łużna,gmina wiejska,2022-01-01,
12,5,7,2,Moszczenica,gmina wiejska,2022-01-01,
12,5,8,2,Ropa,gmina wiejska,2022-01-01,
12,5,9,2,Sękowa,gmina wiejska,2022-01-01,
12,5,10,2,Uście Gorlickie,gmina wiejska,2022-01-01,
12,6,,,krakowski,powiat,2022-01-01,
12,6,1,2,Czernichów,gmina wiejska,2022-01-01,
12,6,2,2,Igołomia-Wawrzeńczyce,gmina wiejska,2022-01-01,
12,6,3,2,Iwanowice,gmina wiejska,2022-01-01,
12,6,4,2,Jerzmanowice-Przeginia,gmina wiejska,2022-01-01,
12,6,5,2,Kocmyrzów-Luborzyca,gmina wiejska,2022-01-01,
12,6,6,3,Krzeszowice,gmina miejsko-wiejska,2022-01-01,
12,6,6,4,Krzeszowice,miasto,2022-01-01,
12,6,6,5,Krzeszowice,obszar wiejski,2022-01-01,
12,6,7,2,Liszki,gmina wiejska,2022-01-01,
12,6,8,2,Michałowice,gmina wiejska,2022-01-01,
12,6,9,2,Mogilany,gmina wiejska,2022-01-01,
12,6,10,3,Skała,gmina miejsko-wiejska,2022-01-01,
12,6,10,4,Skała,miasto,2022-01-01,
12,6,10,5,Skała,obszar wiejski,2022-01-01,
12,6,11,3,Skawina,gmina miejsko-wiejska,2022-01-01,
12,6,11,4,Skawina,miasto,2022-01-01,
12,6,11,5,Skawina,obszar wiejski,2022-01-01,
12,6,12,3,Słomniki,gmina miejsko-wiejska,2022-01-01,
12,6,12,4,Słomniki,miasto,2022-01-01,
12,6,12,5,Słomniki,obszar wiejski,2022-01-01,
12,6,13,2,Sułoszowa,gmina wiejska,2022-01-01,
12,6,14,3,Świątniki Górne,gmina miejsko-wiejska,2022-01-01,
12,6,14,4,Świątniki Górne,miasto,2022-01-01,
12,6,14,5,Świątniki Górne,obszar wiejski,2022-01-01,
12,6,15,2,Wielka Wieś,gmina wiejska,2022-01-01,
12,6,16,2,Zabierzów,gmina wiejska,2022-01-01,
12,6,17,2,Zielonki,gmina wiejska,2022-01-01,
12,7,,,limanowski,powiat,2022-01-01,
12,7,1,1,Limanowa,gmina miejska,2022-01-01,
12,7,2,1,Mszana Dolna,gmina miejska,2022-01-01,
12,7,3,2,Dobra,gmina wiejska,2022-01-01,
12,7,4,2,Jodłownik,gmina wiejska,2022-01-01,
12,7,5,2,Kamienica,gmina wiejska,2022-01-01,
12,7,6,2,Laskowa,gmina wiejska,2022-01-01,
12,7,7,2,Limanowa,gmina wiejska,2022-01-01,
12,7,8,2,Łukowica,gmina wiejska,2022-01-01,
12,7,9,2,Mszana Dolna,gmina wiejska,2022-01-01,
12,7,10,2,Niedźwiedź,gmina wiejska,2022-01-01,
12,7,11,2,Słopnice,gmina wiejska,2022-01-01,
12,7,12,2,Tymbark,gmina wiejska,2022-01-01,
12,8,,,miechowski,powiat,2022-01-01,
12,8,1,2,Charsznica,gmina wiejska,2022-01-01,
12,8,2,2,Gołcza,gmina wiejska,2022-01-01,
12,8,3,2,Kozłów,gmina wiejska,2022-01-01,
12,8,4,2,Książ Wielki,gmina wiejska,2022-01-01,
12,8,5,3,Miechów,gmina miejsko-wiejska,2022-01-01,
12,8,5,4,Miechów,miasto,2022-01-01,
12,8,5,5,Miechów,obszar wiejski,2022-01-01,
12,8,6,2,Racławice,gmina wiejska,2022-01-01,
12,8,7,2,Słaboszów,gmina wiejska,2022-01-01,
12,9,,,myślenicki,powiat,2022-01-01,
12,9,1,3,Dobczyce,gmina miejsko-wiejska,2022-01-01,
12,9,1,4,Dobczyce,miasto,2022-01-01,
12,9,1,5,Dobczyce,obszar wiejski,2022-01-01,
12,9,2,2,Lubień,gmina wiejska,2022-01-01,
12,9,3,3,Myślenice,gmina miejsko-wiejska,2022-01-01,
12,9,3,4,Myślenice,miasto,2022-01-01,
12,9,3,5,Myślenice,obszar wiejski,2022-01-01,
12,9,4,2,Pcim,gmina wiejska,2022-01-01,
12,9,5,2,Raciechowice,gmina wiejska,2022-01-01,
12,9,6,2,Siepraw,gmina wiejska,2022-01-01,
12,9,7,3,Sułkowice,gmina miejsko-wiejska,2022-01-01,
12,9,7,4,Sułkowice,miasto,2022-01-01,
12,9,7,5,Sułkowice,obszar wiejski,2022-01-01,
12,9,8,2,Tokarnia,gmina wiejska,2022-01-01,
12,9,9,2,Wiśniowa,gmina wiejska,2022-01-01,
12,10,,,nowosądecki,powiat,2022-01-01,
12,10,1,1,Grybów,gmina miejska,2022-01-01,
12,10,2,2,Chełmiec,gmina wiejska,2022-01-01,
12,10,3,2,Gródek nad Dunajcem,gmina wiejska,2022-01-01,
12,10,4,2,Grybów,gmina wiejska,2022-01-01,
12,10,5,2,Kamionka Wielka,gmina wiejska,2022-01-01,
12,10,6,2,Korzenna,gmina wiejska,2022-01-01,
12,10,7,3,Krynica-Zdrój,gmina miejsko-wiejska,2022-01-01,
12,10,7,4,Krynica-Zdrój,miasto,2022-01-01,
12,10,7,5,Krynica-Zdrój,obszar wiejski,2022-01-01,
12,10,8,2,Łabowa,gmina wiejska,2022-01-01,
12,10,9,2,Łącko,gmina wiejska,2022-01-01,
12,10,10,2,Łososina Dolna,gmina wiejska,2022-01-01,
12,10,11,3,Muszyna,gmina miejsko-wiejska,2022-01-01,
12,10,11,4,Muszyna,miasto,2022-01-01,
12,10,11,5,Muszyna,obszar wiejski,2022-01-01,
12,10,12,2,Nawojowa,gmina wiejska,2022-01-01,
12,10,13,3,Piwniczna-Zdrój,gmina miejsko-wiejska,2022-01-01,
12,10,13,4,Piwniczna-Zdrój,miasto,2022-01-01,
12,10,13,5,Piwniczna-Zdrój,obszar wiejski,2022-01-01,
12,10,14,2,Podegrodzie,gmina wiejska,2022-01-01,
12,10,15,2,Rytro,gmina wiejska,2022-01-01,
12,10,16,3,Stary Sącz,gmina miejsko-wiejska,2022-01-01,
12,10,16,4,Stary Sącz,miasto,2022-01-01,
12,10,16,5,Stary Sącz,obszar wiejski,2022-01-01,
12,11,,,nowotarski,powiat,2022-01-01,
12,11,1,1,Nowy Targ,gmina miejska,2022-01-01,
12,11,2,3,Szczawnica,gmina miejsko-wiejska,2022-01-01,
12,11,2,4,Szczawnica,miasto,2022-01-01,
12,11,2,5,Szczawnica,obszar wiejski,2022-01-01,
12,11,3,2,Czarny Dunajec,gmina wiejska,2022-01-01,
12,11,4,2,Czorsztyn,gmina wiejska,2022-01-01,
12,11,5,2,Jabłonka,gmina wiejska,2022-01-01,
12,11,6,2,Krościenko nad Dunajcem,gmina wiejska,2022-01-01,
12,11,7,2,Lipnica Wielka,gmina wiejska,2022-01-01,
12,11,8,2,Łapsze Niżne,gmina wiejska,2022-01-01,
12,11,9,2,Nowy Targ,gmina wiejska,2022-01-01,
12,11,10,2,Ochotnica Dolna,gmina wiejska,2022-01-01,
12,11,11,2,Raba Wyżna,gmina wiejska,2022-01-01,
12,11,12,3,Rabka-Zdrój,gmina miejsko-wiejska,2022-01-01,
12,11,12,4,Rabka-Zdrój,miasto,2022-01-01,
12,11,12,5,Rabka-Zdrój,obszar wiejski,2022-01-01,
12,11,13,2,Spytkowice,gmina wiejska,2022-01-01,
12,11,14,2,Szaflary,gmina wiejska,2022-01-01,
12,12,,,olkuski,powiat,2022-01-01,
12,12,1,1,Bukowno,gmina miejska,2022-01-01,
12,12,3,2,Bolesław,gmina wiejska,2022-01-01,
12,12,4,2,Klucze,gmina wiejska,2022-01-01,
12,12,5,3,Olkusz,gmina miejsko-wiejska,2022-01-01,
12,12,5,4,Olkusz,miasto,2022-01-01,
12,12,5,5,Olkusz,obszar wiejski,2022-01-01,
12,12,6,2,Trzyciąż,gmina wiejska,2022-01-01,
12,12,7,3,Wolbrom,gmina miejsko-wiejska,2022-01-01,
12,12,7,4,Wolbrom,miasto,2022-01-01,
12,12,7,5,Wolbrom,obszar wiejski,2022-01-01,
12,13,,,oświęcimski,powiat,2022-01-01,
12,13,1,1,Oświęcim,gmina miejska,2022-01-01,
12,13,2,3,Brzeszcze,gmina miejsko-wiejska,2022-01-01,
12,13,2,4,Brzeszcze,miasto,2022-01-01,
12,13,2,5,Brzeszcze,obszar wiejski,2022-01-01,
12,13,3,3,Chełmek,gmina miejsko-wiejska,2022-01-01,
12,13,3,4,Chełmek,miasto,2022-01-01,
12,13,3,5,Chełmek,obszar wiejski,2022-01-01,
12,13,4,3,Kęty,gmina miejsko-wiejska,2022-01-01,
12,13,4,4,Kęty,miasto,2022-01-01,
12,13,4,5,Kęty,obszar wiejski,2022-01-01,
12,13,5,2,Osiek,gmina wiejska,2022-01-01,
12,13,6,2,Oświęcim,gmina wiejska,2022-01-01,
12,13,7,2,Polanka Wielka,gmina wiejska,2022-01-01,
12,13,8,2,Przeciszów,gmina wiejska,2022-01-01,
12,13,9,3,Zator,gmina miejsko-wiejska,2022-01-01,
12,13,9,4,Zator,miasto,2022-01-01,
12,13,9,5,Zator,obszar wiejski,2022-01-01,
12,14,,,proszowicki,powiat,2022-01-01,
12,14,1,2,Koniusza,gmina wiejska,2022-01-01,
12,14,2,3,Koszyce,gmina miejsko-wiejska,2022-01-01,
12,14,2,4,Koszyce,miasto,2022-01-01,
12,14,2,5,Koszyce,obszar wiejski,2022-01-01,
12,14,3,3,Nowe Brzesko,gmina miejsko-wiejska,2022-01-01,
12,14,3,4,Nowe Brzesko,miasto,2022-01-01,
12,14,3,5,Nowe Brzesko,obszar wiejski,2022-01-01,
12,14,4,2,Pałecznica,gmina wiejska,2022-01-01,
12,14,5,3,Proszowice,gmina miejsko-wiejska,2022-01-01,
12,14,5,4,Proszowice,miasto,2022-01-01,
12,14,5,5,Proszowice,obszar wiejski,2022-01-01,
12,14,6,2,Radziemice,gmina wiejska,2022-01-01,
12,15,,,suski,powiat,2022-01-01,
12,15,1,1,Jordanów,gmina miejska,2022-01-01,
12,15,2,1,Sucha Beskidzka,gmina miejska,2022-01-01,
12,15,3,2,Budzów,gmina wiejska,2022-01-01,
12,15,4,2,Bystra-Sidzina,gmina wiejska,2022-01-01,
12,15,5,2,Jordanów,gmina wiejska,2022-01-01,
12,15,6,3,Maków Podhalański,gmina miejsko-wiejska,2022-01-01,
12,15,6,4,Maków Podhalański,miasto,2022-01-01,
12,15,6,5,Maków Podhalański,obszar wiejski,2022-01-01,
12,15,7,2,Stryszawa,gmina wiejska,2022-01-01,
12,15,8,2,Zawoja,gmina wiejska,2022-01-01,
12,15,9,2,Zembrzyce,gmina wiejska,2022-01-01,
12,16,,,tarnowski,powiat,2022-01-01,
12,16,1,3,Ciężkowice,gmina miejsko-wiejska,2022-01-01,
12,16,1,4,Ciężkowice,miasto,2022-01-01,
12,16,1,5,Ciężkowice,obszar wiejski,2022-01-01,
12,16,2,2,Gromnik,gmina wiejska,2022-01-01,
12,16,3,2,Lisia Góra,gmina wiejska,2022-01-01,
12,16,4,2,Pleśna,gmina wiejska,2022-01-01,
12,16,5,3,Radłów,gmina miejsko-wiejska,2022-01-01,
12,16,5,4,Radłów,miasto,2022-01-01,
12,16,5,5,Radłów,obszar wiejski,2022-01-01,
12,16,6,3,Ryglice,gmina miejsko-wiejska,2022-01-01,
12,16,6,4,Ryglice,miasto,2022-01-01,
12,16,6,5,Ryglice,obszar wiejski,2022-01-01,
